source,source_record_id,record_type,family,given,name_display,dob_raw,sex_raw,address_raw,postcode_raw,phone_raw,nhs_number,uprn,payload_json
gp_emis,cond-104882-dep,condition,,,,,,,,,,,"{""subject"": ""Patient/pat-9434765919"", ""status"": {""coding"": [{""system"": ""http://terminology.hl7.org/CodeSystem/condition-clinical"", ""code"": ""active""}]}, ""description"": ""Depression (recurrent) - QOF register"", ""start"": null, ""onsetDateTime"": ""2024-11-03""}"
gp_emis,appt-104882-20260714,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - Practice nurse / chronic disease review"", ""start"": ""2026-07-14T10:20:00+01:00"", ""onsetDateTime"": null}"
gp_emis,appt-104882-20260804,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - GP follow-up (mood / medication review)"", ""start"": ""2026-08-04T15:00:00+01:00"", ""onsetDateTime"": null}"
gp_emis,appt-104882-20260901,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - GP"", ""start"": ""2026-09-01T09:30:00+01:00"", ""onsetDateTime"": null}"
gp_emis,pat-4010239818,patient,Smith,John Michael,John Michael Smith,1978-01-15,male,"9 Bonsall Street, Manchester",M15 6EE,,4010239818,,"{""resourceType"": ""Patient"", ""id"": ""pat-4010239818"", ""identifier"": [{""system"": ""https://fhir.nhs.uk/Id/nhs-number"", ""value"": ""4010239818""}], ""name"": [{""use"": ""usual"", ""family"": ""Smith"", ""given"": [""John"", ""Michael""]}], ""gender"": ""male"", ""birthDate"": ""1978-01-15"", ""address"": [{""use"": ""home"", ""line"": [""9 Bonsall Street""], ""city"": ""Manchester"", ""postalCode"": ""M15 6EE""}]}"
gp_emis,appt-smith-jm-20260902,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""fulfilled"", ""description"": ""Attended - asthma review"", ""start"": ""2026-09-02T11:00:00+01:00"", ""onsetDateTime"": null}"
gp_emis,pat-6875542103,patient,Smith,John,John Smith,1952-11-03,male,"9 Bonsall Court, Manchester",M15 6EF,,6875542103,,"{""resourceType"": ""Patient"", ""id"": ""pat-6875542103"", ""identifier"": [{""system"": ""https://fhir.nhs.uk/Id/nhs-number"", ""value"": ""6875542103""}], ""name"": [{""use"": ""usual"", ""family"": ""Smith"", ""given"": [""John""]}], ""gender"": ""male"", ""birthDate"": ""1952-11-03"", ""address"": [{""use"": ""home"", ""line"": [""9 Bonsall Court""], ""city"": ""Manchester"", ""postalCode"": ""M15 6EF""}]}"
gp_emis,pat-2201987765,patient,Rahman,Aisha,Aisha Rahman,1990-07-22,female,"4 Varley Street, Manchester",M40 7QW,,2201987765,,"{""resourceType"": ""Patient"", ""id"": ""pat-2201987765"", ""identifier"": [{""system"": ""https://fhir.nhs.uk/Id/nhs-number"", ""value"": ""2201987765""}], ""name"": [{""use"": ""usual"", ""family"": ""Rahman"", ""given"": [""Aisha""]}], ""gender"": ""female"", ""birthDate"": ""1990-07-22"", ""address"": [{""use"": ""home"", ""line"": [""4 Varley Street""], ""city"": ""Manchester"", ""postalCode"": ""M40 7QW""}]}"
gp_emis,pat-6129843301,patient,Brennan,Callum,Callum Brennan,1997-08-14,male,"11 Poland Street, Ancoats, Manchester",M4 6BN,07700 900882,6129843301,,"{""resourceType"": ""Patient"", ""id"": ""pat-6129843301"", ""identifier"": [{""system"": ""https://fhir.nhs.uk/Id/nhs-number"", ""value"": ""6129843301""}, {""system"": ""https://emis.com/Id/PatientNumber"", ""value"": ""EMIS-ANC-118903""}], ""name"": [{""use"": ""usual"", ""family"": ""Brennan"", ""given"": [""Callum""], ""prefix"": [""Mr""]}, {""use"": ""nickname"", ""given"": [""Cal""]}], ""gender"": ""male"", ""birthDate"": ""1997-08-14"", ""address"": [{""use"": ""home"", ""line"": [""11 Poland Street"", ""Ancoats""], ""city"": ""Manchester"", ""postalCode"": ""M4 6BN"", ""country"": ""GB""}], ""telecom"": [{""system"": ""phone"", ""value"": ""07700 900882"", ""use"": ""mobile""}]}"
gp_emis,cond-118903-anx,condition,,,,,,,,,,,"{""subject"": ""Patient/pat-6129843301"", ""status"": {""coding"": [{""system"": ""http://terminology.hl7.org/CodeSystem/condition-clinical"", ""code"": ""active""}]}, ""description"": ""Anxiety disorder"", ""start"": null, ""onsetDateTime"": ""2025-10-12""}"
gp_emis,appt-118903-20260812,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - GP (mood / housing stress)"", ""start"": ""2026-08-12T16:20:00+01:00"", ""onsetDateTime"": null}"
gp_emis,appt-118903-20260903,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - GP"", ""start"": ""2026-09-03T09:10:00+01:00"", ""onsetDateTime"": null}"
gp_emis,pat-3087765412,patient,Nwosu,Irena,Irena Nwosu,1945-01-02,female,"Flat 7, 30 Redhill Street, Manchester",M4 5AE,0161 228 4401,3087765412,,"{""resourceType"": ""Patient"", ""id"": ""pat-3087765412"", ""identifier"": [{""system"": ""https://fhir.nhs.uk/Id/nhs-number"", ""value"": ""3087765412""}, {""system"": ""https://emis.com/Id/PatientNumber"", ""value"": ""EMIS-ANC-055017""}], ""name"": [{""use"": ""usual"", ""family"": ""Nwosu"", ""given"": [""Irena""], ""prefix"": [""Mrs""]}, {""use"": ""old"", ""family"": ""Nwosu"", ""given"": [""Irene""]}], ""gender"": ""female"", ""birthDate"": ""1945-01-02"", ""address"": [{""use"": ""home"", ""line"": [""Flat 7"", ""30 Redhill Street""], ""city"": ""Manchester"", ""postalCode"": ""M4 5AE"", ""country"": ""GB""}], ""telecom"": [{""system"": ""phone"", ""value"": ""0161 228 4401"", ""use"": ""home""}], ""extension"": [{""url"": ""https://fhir.nhs.uk/StructureDefinition/Extension-household-status"", ""valueCodeableConcept"": {""coding"": [{""system"": ""http://snomed.info/sct"", ""code"": ""224137008"", ""display"": ""Lives alone""}]}}]}"
gp_emis,cond-055017-frailty,condition,,,,,,,,,,,"{""subject"": ""Patient/pat-3087765412"", ""status"": {""coding"": [{""system"": ""http://terminology.hl7.org/CodeSystem/condition-clinical"", ""code"": ""active""}]}, ""description"": ""Hypertension - QOF register"", ""start"": null, ""onsetDateTime"": ""2016-04-01""}"
gp_emis,appt-055017-20260722,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - Practice nurse / BP review"", ""start"": ""2026-07-22T10:00:00+01:00"", ""onsetDateTime"": null}"
gp_emis,appt-055017-20260826,appointment,,,,,,,,,,,"{""subject"": """", ""status"": ""noshow"", ""description"": ""DNA - GP"", ""start"": ""2026-08-26T14:30:00+01:00"", ""onsetDateTime"": null}"
adult_social_care,ASC/26/10994,case,,,Hale / female,Mar 1959,67y female,"Ancoats, 18 Bengal St, Manchester",M4 6LN,,,10093022184,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/26/10994"", ""PersonRef"": ""PR-884120"", ""DisplayName"": ""Hale / female"", ""AgeSex"": ""67y female"", ""DOB_Text"": ""Mar 1959"", ""AddressAsRecorded"": ""Ancoats, 18 Bengal St, Manchester"", ""Postcode"": ""M4 6LN"", ""UPRN"": ""10093022184"", ""ContactDate"": ""2026-06-17"", ""ContactReason"": ""Low mood / isolation concern from GP admin"", ""Pathway"": ""Community / early help"", ""CaseStatus"": ""Open - low level"", ""AllocatedTeam"": ""Unallocated Duty"", ""AllocatedWorker"": """", ""WorkerID"": """", ""RAG"": ""Amber"", ""NextReview"": ""2026-10-01"", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""N"", ""Notes"": ""No allocated worker. Logged after GP admin query. Not progressed to Care Act assessment. Duty only. Lives alone recorded on contact.""}"
adult_social_care,ASC/25/07712,case,,,Smith John,03/11/1952,73y male,"Hulme Manchester, 9 Bonsall Court",M15 6EF,,,10093088055,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/25/07712"", ""PersonRef"": ""PR-190221"", ""DisplayName"": ""Smith John"", ""AgeSex"": ""73y male"", ""DOB_Text"": ""03/11/1952"", ""AddressAsRecorded"": ""Hulme Manchester, 9 Bonsall Court"", ""Postcode"": ""M15 6EF"", ""UPRN"": ""10093088055"", ""ContactDate"": ""2025-11-02"", ""ContactReason"": ""Reablement follow-up"", ""Pathway"": ""Reablement"", ""CaseStatus"": ""Closed"", ""AllocatedTeam"": ""North Reablement"", ""AllocatedWorker"": ""Davies P"", ""WorkerID"": ""WD-4412"", ""RAG"": ""Green"", ""NextReview"": """", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""Y"", ""Notes"": ""Closed March 2026.""}"
adult_social_care,ASC/24/33081,case,,,Okonkwo Mr P,1968-09-30,57y male,16 Bengal Street Ancoats Manchester,M4 6LN,,,10093022190,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/24/33081"", ""PersonRef"": ""PR-410002"", ""DisplayName"": ""Okonkwo Mr P"", ""AgeSex"": ""57y male"", ""DOB_Text"": ""1968-09-30"", ""AddressAsRecorded"": ""16 Bengal Street Ancoats Manchester"", ""Postcode"": ""M4 6LN"", ""UPRN"": ""10093022190"", ""ContactDate"": ""2024-02-11"", ""ContactReason"": ""Carer enquiry (not the carer)"", ""Pathway"": ""Information only"", ""CaseStatus"": ""Closed"", ""AllocatedTeam"": ""Duty"", ""AllocatedWorker"": """", ""WorkerID"": "" "", ""RAG"": ""Green"", ""NextReview"": """", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""N"", ""Notes"": """"}"
adult_social_care,ASC/26/08801,case,,,Price Susan,19 Dec 1955,70y female,"Flat 3 Salisbury House, Wythenshawe",M22 5RF,,,10092881002,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/26/08801"", ""PersonRef"": ""PR-552991"", ""DisplayName"": ""Price Susan"", ""AgeSex"": ""70y female"", ""DOB_Text"": ""19 Dec 1955"", ""AddressAsRecorded"": ""Flat 3 Salisbury House, Wythenshawe"", ""Postcode"": ""M22 5RF"", ""UPRN"": ""10092881002"", ""ContactDate"": ""2026-04-09"", ""ContactReason"": ""Falls / OT"", ""Pathway"": ""OT community"", ""CaseStatus"": ""Open"", ""AllocatedTeam"": ""South OT"", ""AllocatedWorker"": ""Khan A"", ""WorkerID"": ""WD-2281"", ""RAG"": ""Green"", ""NextReview"": ""2026-11-12"", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""Y"", ""Notes"": """"}"
adult_social_care,ASC/26/14102,case,,,Brennan / male,Aug 1997,29y male,"Ancoats, 11 Poland St, Manchester",M4 6BN,,,10093300118,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/26/14102"", ""PersonRef"": ""PR-901220"", ""DisplayName"": ""Brennan / male"", ""AgeSex"": ""29y male"", ""DOB_Text"": ""Aug 1997"", ""AddressAsRecorded"": ""Ancoats, 11 Poland St, Manchester"", ""Postcode"": ""M4 6BN"", ""UPRN"": ""10093300118"", ""ContactDate"": ""2026-08-18"", ""ContactReason"": ""Homelessness prevention / rent arrears (housing referral)"", ""Pathway"": ""Housing-related support"", ""CaseStatus"": ""Open - low level"", ""AllocatedTeam"": ""Unallocated Duty"", ""AllocatedWorker"": """", ""WorkerID"": "" "", ""RAG"": ""Red"", ""NextReview"": ""2026-09-25"", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""N"", ""Notes"": ""No allocated worker. Housing NOSP on file. Duty contact only. Not Care Act.""}"
adult_social_care,ASC/26/12880,case,,,Nwosu / female,Jan 1945,81y female,"Flat 7 Redhill Street, Ancoats Manchester",M4 5AE,,,10093411209,"{""ExportRun"": ""2026-09-09 19:03"", ""System"": ""Mosaic v21.8"", ""LA"": ""Manchester City Council"", ""CaseID"": ""ASC/26/12880"", ""PersonRef"": ""PR-330140"", ""DisplayName"": ""Nwosu / female"", ""AgeSex"": ""81y female"", ""DOB_Text"": ""Jan 1945"", ""AddressAsRecorded"": ""Flat 7 Redhill Street, Ancoats Manchester"", ""Postcode"": ""M4 5AE"", ""UPRN"": ""10093411209"", ""ContactDate"": ""2026-09-04"", ""ContactReason"": ""Neighbour concern - not seen / isolation"", ""Pathway"": ""Community / early help"", ""CaseStatus"": ""Open - low level"", ""AllocatedTeam"": ""Unallocated Duty"", ""AllocatedWorker"": """", ""WorkerID"": "" "", ""RAG"": ""Amber"", ""NextReview"": ""2026-10-02"", ""SafeguardingOpen"": ""N"", ""CareActAssessment"": ""N"", ""Notes"": ""No allocated worker. Concern from neighbour via housing officer. Lives alone. No Care Act assessment.""}"
foodbank,FB-ANC-26-1882,visit,,Maggie,Maggie,,,,M4 6LN,,,,"{""visit_id"": ""FB-ANC-26-1882"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-07-28T10:06:00Z"", ""first_name"": ""Maggie"", ""postcode"": ""M4 6LN"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""self"", ""notes"": null}"
foodbank,FB-ANC-26-1940,visit,,Maggie,Maggie,,,,M46LN,,,,"{""visit_id"": ""FB-ANC-26-1940"", ""source"": ""AncoatsCommunityPantry"", ""system"": ""TrussellLocal-CSV2JSON"", ""recorded_at"": ""2026-08-11T09:41:00Z"", ""first_name"": ""Maggie"", ""postcode"": ""M46LN"", ""household_size"": 1, ""parcels"": 1, ""referral_org"": ""self"", ""notes"": ""repeat""}"
